,channelGrouping,date,fullVisitorId,sessionId,socialEngagementType,visitId,visitNumber,visitStartTime,device.browser,device.browserSize,device.browserVersion,device.deviceCategory,device.flashVersion,device.isMobile,device.language,device.mobileDeviceBranding,device.mobileDeviceInfo,device.mobileDeviceMarketingName,device.mobileDeviceModel,device.mobileInputSelector,device.operatingSystem,device.operatingSystemVersion,device.screenColors,device.screenResolution,geoNetwork.city,geoNetwork.cityId,geoNetwork.continent,geoNetwork.country,geoNetwork.latitude,geoNetwork.longitude,geoNetwork.metro,geoNetwork.networkDomain,geoNetwork.networkLocation,geoNetwork.region,geoNetwork.subContinent,totals.bounces,totals.hits,totals.newVisits,totals.pageviews,totals.transactionRevenue,totals.visits,trafficSource.adContent,trafficSource.adwordsClickInfo.adNetworkType,trafficSource.adwordsClickInfo.criteriaParameters,trafficSource.adwordsClickInfo.gclId,trafficSource.adwordsClickInfo.isVideoAd,trafficSource.adwordsClickInfo.page,trafficSource.adwordsClickInfo.slot,trafficSource.campaign,trafficSource.campaignCode,trafficSource.isTrueDirect,trafficSource.keyword,trafficSource.medium,trafficSource.referralPath,trafficSource.source
534171,Referral,20161003,665690697485420563,665690697485420563_1475524881,Not Socially Engaged,1475524881,1,1475524881,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,(not set),not available in demo dataset,New York,Northern America,,48,1,35,647100000.0,1,,,not available in demo dataset,,,,,(not set),,,,referral,/,mall.googleplex.com
537932,Direct,20160801,4166700707688517424,4166700707688517424_1470046365,Not Socially Engaged,1470046365,2,1470046365,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Africa,Kenya,not available in demo dataset,not available in demo dataset,not available in demo dataset,wananchi.com,not available in demo dataset,not available in demo dataset,Eastern Africa,,54,,39,1589400000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
539578,Referral,20160801,3006489767948351126,3006489767948351126_1470064251,Not Socially Engaged,1470064251,3,1470064251,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,(not set),not available in demo dataset,New York,Northern America,,34,,22,2211380000.0,1,,,not available in demo dataset,,,,,(not set),,True,,referral,/,mall.googleplex.com
542090,Direct,20160817,6752202398178305977,6752202398178305977_1471464788,Not Socially Engaged,1471464788,3,1471464788,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,Canada,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,15,,14,1250330000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
542372,Referral,20160817,7937009225076356808,7937009225076356808_1471459335,Not Socially Engaged,1471459335,1,1471459335,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,(not set),not available in demo dataset,New York,Northern America,,123,1,78,998750000.0,1,,,not available in demo dataset,,,,,(not set),,,,referral,/,mall.googleplex.com
546523,Organic Search,20170202,8889736070492596057,8889736070492596057_1486048095,Not Socially Engaged,1486048095,2,1486048095,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,(not set),not available in demo dataset,New York,Northern America,,62,,54,722300000.0,1,,,not available in demo dataset,,,,,(not set),,True,(not provided),organic,,google
548992,Referral,20170523,5054967838682156421,5054967838682156421_1495568841,Not Socially Engaged,1495568841,9,1495568841,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,San Francisco,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,105,,63,653960000.0,1,,,not available in demo dataset,,,,,(not set),,True,,referral,/,mall.googleplex.com
551471,Organic Search,20170726,0604314853571328266,0604314853571328266_1501076417,Not Socially Engaged,1501076417,1,1501076417,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chrome OS,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,sbcglobal.net,not available in demo dataset,not available in demo dataset,Northern America,,30,1,27,614150000.0,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
551492,Referral,20170726,397440133393463294,397440133393463294_1501095490,Not Socially Engaged,1501095490,1,1501095490,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chrome OS,not available in demo dataset,not available in demo dataset,not available in demo dataset,Atlanta,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Atlanta GA,(not set),not available in demo dataset,Georgia,Northern America,,35,1,26,899500000.0,1,,,not available in demo dataset,,,,,(not set),,,,referral,/,mall.googleplex.com
551493,Direct,20170726,7701571111733834937,7701571111733834937_1501107511,Not Socially Engaged,1501107511,1,1501107511,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Atlanta,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Atlanta GA,zayo.com,not available in demo dataset,Georgia,Northern America,,35,1,33,549200000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
552643,Organic Search,20170323,2969957690756250633,2969957690756250633_1490305208,Not Socially Engaged,1490305208,4,1490305208,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,San Francisco,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,16,,14,4198500000.0,1,,,not available in demo dataset,,,,,(not set),,True,(not provided),organic,,google
552672,Direct,20170323,8274321599109591674,8274321599109591674_1490291975,Not Socially Engaged,1490291975,2,1490291975,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,nuvox.net,not available in demo dataset,not available in demo dataset,Northern America,,21,,17,1449000000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
552689,Direct,20170323,9236937732573035200,9236937732573035200_1490284398,Not Socially Engaged,1490284398,1,1490284398,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Cambridge,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Boston MA-Manchester NH,(not set),not available in demo dataset,Massachusetts,Northern America,,29,1,25,531550000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
552731,Direct,20170323,7463172420271311409,7463172420271311409_1490324465,Not Socially Engaged,1490324465,12,1490324465,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chrome OS,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,95,,65,1102690000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
554932,Organic Search,20160919,6562342675160454835,6562342675160454835_1474291168,Not Socially Engaged,1474291168,1,1474291168,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Austin,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Austin TX,(not set),not available in demo dataset,Texas,Northern America,,56,1,44,764140000.0,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
555098,Referral,20160919,7538330122216229269,7538330122216229269_1474307549,Not Socially Engaged,1474307549,2,1474307549,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,(not set),not available in demo dataset,New York,Northern America,,5,,5,1365670000.0,1,,,not available in demo dataset,,,,,(not set),,,,referral,/,mall.googleplex.com
555190,Referral,20160919,2555463819232482214,2555463819232482214_1474303806,Not Socially Engaged,1474303806,3,1474303806,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,8,,8,551000000.0,1,,,not available in demo dataset,,,,,(not set),,True,,referral,/,mall.googleplex.com
559223,Referral,20170315,4417750678655446023,4417750678655446023_1489612874,Not Socially Engaged,1489612874,2,1489612874,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,(not set),not available in demo dataset,New York,Northern America,,21,,20,862650000.0,1,,,not available in demo dataset,,,,,(not set),,True,,referral,/,mall.googleplex.com
559290,Direct,20170315,1388827316063999339,1388827316063999339_1489585319,Not Socially Engaged,1489585319,4,1489585319,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,(not set),not available in demo dataset,New York,Northern America,,43,,35,972860000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
559299,Organic Search,20170315,7258292850581755504,7258292850581755504_1489590727,Not Socially Engaged,1489590727,1,1489590727,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,San Francisco,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,att.net,not available in demo dataset,California,Northern America,,49,1,35,615300000.0,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
559316,Referral,20170315,3844963796434073356,3844963796434073356_1489632055,Not Socially Engaged,1489632055,1,1489632055,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,exede.net,not available in demo dataset,not available in demo dataset,Northern America,,74,1,49,840700000.0,1,,,not available in demo dataset,,,,,(not set),,,,referral,/,mall.googleplex.com
559322,Organic Search,20170315,4531247843823782323,4531247843823782323_1489623705,Not Socially Engaged,1489623705,6,1489623705,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chrome OS,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,not available in demo dataset,not available in demo dataset,Northern America,,129,,98,627870000.0,1,,,not available in demo dataset,,,,,(not set),,True,(not provided),organic,,google
565474,Direct,20170220,4984366501121503466,4984366501121503466_1487605589,Not Socially Engaged,1487605589,18,1487605589,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chrome OS,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,not available in demo dataset,not available in demo dataset,Northern America,,33,,24,754960000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
565476,Direct,20170220,7284466025557220497,7284466025557220497_1487630048,Not Socially Engaged,1487630048,13,1487630048,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chrome OS,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcastbusiness.net,not available in demo dataset,not available in demo dataset,Northern America,,33,,27,1498200000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
565502,Direct,20170220,7261302704200810675,7261302704200810675_1487644175,Not Socially Engaged,1487644175,2,1487644175,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,cox.net,not available in demo dataset,not available in demo dataset,Northern America,,82,,55,974590000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
567998,Referral,20170328,8477265213767844589,8477265213767844589_1490731330,Not Socially Engaged,1490731330,3,1490731330,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,17,,12,537250000.0,1,,,not available in demo dataset,,,,,(not set),,True,,referral,/,mall.googleplex.com
568099,Direct,20170328,6668081558564900297,6668081558564900297_1490727198,Not Socially Engaged,1490727198,2,1490727198,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,(not set),not available in demo dataset,New York,Northern America,,59,,37,954150000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
568103,Direct,20170328,4759981878863963838,4759981878863963838_1490729055,Not Socially Engaged,1490729055,1,1490729055,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,(not set),not available in demo dataset,New York,Northern America,,116,1,78,3026100000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
570355,Referral,20170309,481095003060297640,481095003060297640_1489100403,Not Socially Engaged,1489100403,4,1489100403,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Mountain View,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,27,,21,719820000.0,1,,,not available in demo dataset,,,,,(not set),,True,,referral,/,mall.googleplex.com
570377,Direct,20170309,4984366501121503466,4984366501121503466_1489074823,Not Socially Engaged,1489074823,19,1489074823,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chrome OS,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,37,,28,1154330000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
572866,Organic Search,20170619,79204932396995037,79204932396995037_1497904048,Not Socially Engaged,1497904048,6,1497904048,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,nielsenmedia.com,not available in demo dataset,not available in demo dataset,Northern America,,31,,23,6248750000.0,1,,,not available in demo dataset,,,,,(not set),,True,(not provided),organic,,google
572892,Organic Search,20170619,682241557361742402,682241557361742402_1497899791,Not Socially Engaged,1497899791,2,1497899791,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chrome OS,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,44,,33,566290000.0,1,,,not available in demo dataset,,,,,(not set),,True,(not provided),organic,,google
574991,Referral,20170307,4471415710206918415,4471415710206918415_1488955282,Not Socially Engaged,1488955282,33,1488955282,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Mountain View,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,comcast.net,not available in demo dataset,California,Northern America,,26,,22,1148500000.0,1,,,not available in demo dataset,,,,,(not set),,True,,referral,/,mall.googleplex.com
575036,Referral,20170307,8517640021399044163,8517640021399044163_1488921520,Not Socially Engaged,1488921520,3,1488921520,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chicago,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Chicago IL,(not set),not available in demo dataset,Illinois,Northern America,,43,,36,561450000.0,1,,,not available in demo dataset,,,,,(not set),,True,,referral,/,mall.googleplex.com
575047,Direct,20170307,6189798713014161370,6189798713014161370_1488943785,Not Socially Engaged,1488943785,2,1488943785,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chicago,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Chicago IL,rr.com,not available in demo dataset,Illinois,Northern America,,49,,40,527950000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
575052,Referral,20170307,3939966046509655464,3939966046509655464_1488932557,Not Socially Engaged,1488932557,1,1488932557,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Mountain View,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,64,1,52,1029210000.0,1,,,not available in demo dataset,,,,,(not set),,,,referral,/,mall.googleplex.com
575923,Organic Search,20170430,154104806751769000,154104806751769000_1493613970,Not Socially Engaged,1493613970,5,1493613970,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,not available in demo dataset,not available in demo dataset,Northern America,,35,,23,817710000.0,1,,,not available in demo dataset,,,,,(not set),,True,(not provided),organic,,google
577822,Referral,20170524,9661775944684760384,9661775944684760384_1495653509,Not Socially Engaged,1495653509,3,1495653509,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,(not set),not available in demo dataset,New York,Northern America,,47,,34,2195000000.0,1,,,not available in demo dataset,,,,,(not set),,True,,referral,/,mall.googleplex.com
581600,Direct,20161116,029131400687020410,029131400687020410_1479333542,Not Socially Engaged,1479333542,1,1479333542,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,(not set),not available in demo dataset,New York,Northern America,,40,1,30,755630000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
581604,Direct,20161116,4835082938415020542,4835082938415020542_1479341021,Not Socially Engaged,1479341021,10,1479341021,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,ztomy.com,not available in demo dataset,not available in demo dataset,Northern America,,42,,32,749300000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
581639,Referral,20161116,1410336440849356236,1410336440849356236_1479365088,Not Socially Engaged,1479365088,2,1479365088,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Kirkland,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Seattle-Tacoma WA,qwest.net,not available in demo dataset,Washington,Northern America,,171,,120,1995000000.0,1,,,not available in demo dataset,,,,,(not set),,True,,referral,/,mall.googleplex.com
584551,Referral,20160829,4932662498284478415,4932662498284478415_1472510126,Not Socially Engaged,1472510126,2,1472510126,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,San Francisco,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,14,,10,798930000.0,1,,,not available in demo dataset,,,,,(not set),,True,,referral,/,mall.googleplex.com
584697,Organic Search,20160829,428994201200499894,428994201200499894_1472478374,Not Socially Engaged,1472478374,20,1472478374,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,(not set),not available in demo dataset,New York,Northern America,,26,,20,951980000.0,1,,,not available in demo dataset,,,,,(not set),,True,(not provided),organic,,google
584800,Organic Search,20160829,3210463637705719275,3210463637705719275_1472533009,Not Socially Engaged,1472533009,1,1472533009,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,San Francisco,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,web-pass.com,not available in demo dataset,California,Northern America,,77,1,58,680510000.0,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
